x,y,pop
3420,1890,8931
4580,2170,295
970,2785,1
4950,3265,1417
5570,2570,7074
4385,4520,0
5175,4110,334
5270,4570,61
3190,2065,111
4035,2950,37265
5380,2410,0
5040,5025,0
3720,2400,2554
5695,2370,3092
4005,3180,8331
4230,1965,760
3030,1925,0
4995,4870,0
5050,4310,614
3540,2355,146
4215,3730,28
4600,4485,2
2850,2010,30
5250,2660,3487
5570,2600,368
4680,1625,14
5175,4080,88
4970,5175,0
5355,2225,96
2960,1950,93
5245,4260,9269
3235,2245,42
4950,3140,606
3435,2145,0
5765,2550,160
4560,3050,415
5320,2840,5731
4745,2050,37
2815,1755,5670
5770,2595,5
5400,1810,6
4210,4270,0
3705,2730,179
2890,1615,0
3260,2245,634
3920,2425,5045
3400,2885,1710
4850,2260,13
3800,2725,173
4600,4205,716
4105,2635,11910
4840,2045,204
4875,5180,0
3845,2595,126
4345,3605,720
4870,4170,646
4130,2635,5755
2920,2160,0
3045,2055,71
5355,2380,59
5300,2605,56
4260,2665,2356
5010,4510,42
3395,1735,92
4645,2835,1336
5745,2315,5994
5105,2650,8
5305,2675,710
4100,3175,3744
4895,2565,8258
4785,1655,11508
3530,2520,468
4735,3075,2942
3195,1710,202
4625,2165,628
4380,2860,1065
4220,3370,886
5135,3660,617
5015,5210,1
4450,2855,8421
4665,3080,912
3285,1940,2
5245,4570,32
3450,2590,2246
4630,3945,373
5000,4575,0
5505,1840,0
5200,4700,5
5450,2870,71
4045,2785,668
4965,2745,6110
5060,2905,1322
4915,4165,2
3600,2700,767
4805,3255,1963
4190,2485,942
4640,2020,1217
3270,2150,55
5275,3130,661
4870,4915,0
4575,2655,0
2960,1765,6
5265,3195,1506
4895,2750,2146
5520,2865,5595
4845,4170,0
4735,3260,18253
4400,4460,0
4710,5115,0
5570,2105,4
4430,3920,6824
4385,4210,0
4560,3950,151
5380,2690,1613
5065,3480,280
5785,1485,263
3355,1935,98
3730,2545,103
3965,2480,11608
3520,2770,6832
4925,3140,665
3975,2230,20770
4400,4150,261
4190,2515,1206
5450,2685,618
3720,2795,145
4915,4350,0
5340,1775,120
4600,4175,295
4685,3750,669
5380,2225,85
4220,3060,2125
4210,1915,3
4530,4025,0
4060,2455,5
4065,4300,363
4815,2230,5
4630,5185,228
4980,2910,3
4655,1625,36
3660,2550,476
5035,2470,0
5000,4885,0
3515,2355,509
4935,3285,493
5425,2405,2014
2890,1770,98
5425,2560,50
3470,2175,136
5500,2195,0
4480,4515,0
4060,2950,5229
5355,2410,2933
3315,2330,30
5235,2495,303
4765,2720,893
4375,4305,174
3380,2130,0
4605,3230,900
4130,2945,0
4185,4395,27
4085,3235,2617
4140,4090,0
4530,1390,0
5640,2750,855
4330,4000,26421
4210,4085,3
4555,2170,2
4260,2975,7891
4585,1630,1697
2835,2030,4
5195,3045,2317
3580,2155,223
5020,3300,1323
4975,4820,2
2705,2000,1047
4950,3450,538
3920,2610,806
2905,2025,8
3635,2240,8951
4600,5125,69
5025,3485,321
5235,2680,973
5185,3180,1581
4615,2020,1337
5080,4195,92
4605,2280,31599
4510,3035,2385
5495,2275,0
4195,2460,1378
5255,4590,5
2820,1900,0
4070,2785,1687
4285,4550,0
5315,2600,2839
3195,1990,2
5305,2860,0
3055,1755,0
5195,4150,11
4845,4605,2023
4720,3450,210
3200,3500,938
4615,3250,413
3100,1670,31904
3085,3405,979
5130,3685,8171
4830,5000,0
4275,3580,324
4870,4885,0
3090,1775,92
5200,2645,5038
5440,2540,3425
4540,3910,331
5705,1865,103
5625,1665,0
2875,1635,1685
4635,5160,117
4240,2625,1390
4665,3795,59
5125,3145,1379
5150,3145,845
4250,4515,102
3160,1955,0
3730,2730,34
4660,5160,150
3965,3245,25729
3050,2170,0
6400,1640,48
5145,5055,0
4335,2820,2977
4030,3180,5209
3335,2185,0
3990,3245,62332
3885,3045,7459
4740,4140,263
3440,2385,145
4885,2730,1977
3685,2815,326
4745,4945,0
3415,2105,0
4690,2875,809
3135,1955,264
4420,2165,193
4585,2675,824
5150,4375,12
5565,2455,137
5785,2590,0
4580,3090,1500
3005,3350,297
4640,3250,94
4140,2965,4004
4480,4700,0
4685,4785,4
4275,2660,3474
4085,4155,285
3185,1970,0
5260,2680,0
4285,2400,412
4805,5000,0
4595,2695,12
3295,2880,2297
3980,2275,19
4185,2440,1086
4115,2965,895
5575,2475,406
5175,3160,13351
4500,4235,0
4150,2985,926
4710,3430,1042
2860,2030,0
4015,2995,1892
4610,5145,0
4830,5280,3
5160,4395,93
3110,2330,0
5690,2395,408
4170,2445,495
4665,4745,0
3080,1755,277
3925,2795,142
4285,3630,1222
4345,2840,2349
4155,4335,261
5015,3465,578
5665,2115,554
5135,4115,696
3640,2780,1011
5125,4375,49
3040,2150,0
3360,2185,0
3910,3190,1441
5090,3015,2585
4430,4055,0
4650,4190,0
4595,4565,0
3120,3580,394
4875,2710,937
3990,2325,768
4955,5195,0
4035,2455,703
4545,3070,5309
4430,2185,339
3125,1935,0
5430,1600,451
4735,3975,236
5210,2665,1258
4955,2910,440
3425,2125,0
4690,3795,58
5555,1485,43
5720,1845,193
4680,2855,1673
4100,3360,3759
5675,2135,153
3575,2110,776
4250,2645,0
5660,2635,2184
5205,4575,52
3855,2335,3601
3120,2350,0
4630,3230,189
4675,4765,4
3565,2060,41
4935,3005,18322
4200,3020,398
2710,2045,5504
1800,1525,0
3405,2365,1835
5105,3685,271
4625,5140,177
5680,1455,279
3955,3225,41855
4960,3285,1382
4045,2505,2
5735,2575,93
4265,2640,0
4860,3945,0
2945,1815,0
3800,2910,1041
3420,2345,1239
4895,1830,3
4355,2860,8795
4470,2810,1024
3700,2940,1551
4410,3065,11923
4905,3495,241
3915,2775,119
4880,4935,0
3840,2410,317
4180,2465,261
5240,4595,27
4805,5280,0
5690,1475,2862
5230,3655,423
5135,4395,5
4490,4720,3
4600,3255,1071
5300,3835,37
3980,3225,42477
4640,4170,89
4915,2015,344
5215,4315,69
4960,3005,8633
5060,5375,0
3260,1925,36
3630,2760,442
3525,2560,3397
4985,2700,91
4405,3920,2522
4690,4745,2
4280,2620,290
4840,4100,0
4285,2680,15033
4555,3090,23396
5650,2615,1106
4725,3955,0
2970,1815,100
5430,1880,8
3610,2535,577
4750,2010,933
5510,1800,2152
4610,4225,0
4725,4160,111
4650,5140,237
6410,1660,20
4555,2885,2485
4125,2985,1433
3970,2255,2246
4670,2835,251
4040,2995,1555
4925,4185,7
4560,4900,63
4675,2895,1181
4405,2185,757
3795,3095,8094
4335,3740,908
4760,4925,0
3220,2320,2
4710,4350,29
4605,4150,85
5320,1890,328
2700,2025,2255
5095,4810,25
5415,2540,1641
4680,3775,121
3455,2380,801
4965,4800,0
4660,3290,547
4845,4885,3
3025,2170,301
4435,2160,328
5295,3915,12
5160,5035,0
5745,2595,223
4645,1605,4
4265,3560,211
3150,2140,51
3670,2570,227
5110,3645,340
3480,2380,331
5030,2495,707
3900,3170,7229
4595,3335,856
4540,4045,133
4460,2160,1391
3870,2595,400
5210,3305,912
4710,1560,15
4255,2620,1505
3810,2930,1216
4515,3280,10760
4620,5165,147
3560,2300,284
3455,2100,0
2810,2295,1102
3585,2130,2659
4480,3750,888
4360,4505,0
4210,3040,4926
4705,3470,1218
4290,3560,173
4700,2460,123
5615,2565,238
4155,2465,8830
3200,1630,2804
3845,2315,3742
4700,3410,1282
5170,4135,357
5255,4310,25
2830,2055,688
4930,3495,700
4950,4185,0
3225,2195,0
4340,3815,275
4535,4900,18
4190,4355,0
4690,1955,31946
5590,2455,887
4070,2505,2599
5035,5375,0
4410,4015,27
4785,3525,1189
3185,3655,366
3440,2105,6
4175,4375,0
3695,2835,612
4695,3305,810
5605,1625,0
4260,4535,0
5500,2700,18
2810,2015,1369
5240,4315,26
5185,4130,1044
5580,1485,122
3235,1925,0
4170,1990,0
5390,2430,1576
4730,3470,630
4110,4020,87
5280,4590,261
5595,1480,0
5450,1640,156
5665,1475,1125
4875,4860,0
3150,1935,738
4240,1985,23
3110,1690,2617
5085,2920,919
3895,3065,3749
4980,5195,0
4670,2090,1053
4570,3070,256
5760,2575,891
4565,4775,0
4735,4925,0
5135,5035,0
3010,2205,108
4310,2805,3824
3615,2780,2362
5155,3120,1055
5205,2890,4
3165,1930,0
4815,4100,1312
4550,3930,414
4155,2650,507
5220,4555,53
2910,2140,611
4195,3100,1279
4225,2645,0
3295,1960,0
5635,2635,947
5775,2570,0
3495,1985,1612
5285,3150,623
5170,3495,119
4625,4190,116
3065,1775,0
4655,2855,267
4420,3900,679
5100,2675,108
3000,3385,282
4750,4160,19
3510,2565,1736
3940,2775,192
4370,2840,3440
3955,2275,4357
3740,2750,23
4325,2800,9992
5040,3465,749
4705,3915,3514
5270,3155,982
4370,4525,75
5300,1965,394
2805,2055,247
5195,2725,450
2985,1780,0
5425,1640,2619
3280,1965,12864
3175,1765,1
4825,3015,1535
3775,3055,7198
4835,5185,0
4425,3060,3755
3000,3570,5
5675,1495,529
3245,1945,20
4850,3295,929
4930,3100,4668
4315,3815,9388
4440,4705,78
5020,4530,1
4710,4165,20
4530,3260,9255
4230,4030,240
3195,3675,17723
4550,4065,5
5200,4070,83
3190,1930,4351
4395,3590,1551
2940,1910,52
4350,2615,0
3655,2590,685
4095,4360,1845
5690,1660,0
3870,2315,9333
4920,3475,2798
4245,3635,94
5620,2710,17
2870,1730,13
3725,2770,236
5180,3120,1451
5005,4365,208
4970,2705,526
3660,3005,2132
4940,5270,0
3160,2160,235
4220,4290,0
4685,1600,3877
3480,2100,685
5110,4565,44
5195,3830,511
3495,2625,888
4555,4755,0
4145,2630,1437
5205,4760,2560
5400,3775,43
3550,2375,732
5250,3300,138
4725,2010,10949
4530,2155,746
4475,2685,0
5040,4385,44
4535,2845,1366
4030,2975,3550
5455,2465,1631
5515,2625,5030
5220,1950,0
5280,4125,0
4490,2850,824
4220,2140,108
4525,4065,80
3745,2230,1753
4495,4595,132
4395,2485,3595
5295,3170,1848
3290,2935,2928
3020,2225,228
4300,4490,0
3135,2160,131
5480,2465,0
5375,2265,289
4450,3060,801
2925,1745,5
5235,3135,619
4770,3280,7691
4085,2470,195
4060,4325,225
5150,2690,0
4545,4920,270
4475,2405,1556
3630,2575,1564
3910,2870,385
5225,3300,519
4730,3915,0
4040,2600,8077
5245,3155,3030
4235,3615,1042
5010,2640,2463
4825,3295,1134
3240,2175,260
4890,4955,212
4505,3260,1514
4380,4545,174
4995,2720,5691
4270,3635,4770
4480,2830,13071
3170,2180,366
4085,2285,27961
5240,3675,37
5460,2610,0
4860,5185,0
4765,1615,40075
3785,3075,10336
4085,4340,534
5710,1825,2
4415,4705,3
4290,2455,2612
4525,3930,173
4895,4435,247
5490,2370,2167
4790,1895,0
4450,4725,0
5310,3855,92
4440,4985,0
5585,2380,217
4465,2665,0
5220,2870,3706
3080,2075,0
4585,3315,394
5150,5015,0
3490,2120,0
3205,2340,81
4795,2510,181
5665,2580,3111
5030,4365,51
3385,1995,0
4020,2955,2669
4395,2670,0
4945,2705,787
3560,2115,1223
4735,4180,466
4350,2800,3946
4545,2865,529
4220,4010,0
4695,1620,350
3535,2395,292
4100,4095,0
3620,2555,635
5140,2670,0
4840,3460,105
4515,2175,141
4635,3290,686
2860,1710,0
4250,1910,46
5215,4780,6
4215,2810,1988
4645,3755,51
4545,4735,0
3550,2560,2054
5195,2910,1860
4910,3455,1447
4475,4740,0
3700,2755,471
3995,2270,54
5610,2805,833
4460,3080,1277
4400,3045,1531
4915,5270,0
4820,2470,89
4625,4935,0
5135,4580,17
4135,2610,801
5320,3760,256
4785,2605,2094
5445,2445,652
5535,2550,5833
4660,3920,41
3255,1965,25
3815,2410,550
3680,2590,519
4530,3075,5556
4850,3015,701
3100,2310,253
4015,2600,2922
5145,4135,7
4260,3615,174
5280,4310,23
5175,3905,345
3665,2145,269
4620,2260,148
4670,3940,333
4425,4725,0
1990,1010,2025
2820,2035,274
3470,3000,2716
3735,2325,817
2850,1805,976
4355,4545,0
5465,2370,812
4095,4175,153
4810,2450,0
3950,2795,345
4965,4895,15
4765,4870,3
4420,4035,94
4005,2975,95
4300,4025,6
5440,1620,12
4100,4000,0
5265,4145,16
3300,2335,1275
4695,4690,43
4285,4365,0
4165,4355,141
3960,2420,0
4515,3910,10
5125,5015,0
4625,3270,1035
4655,3775,50
5330,3780,60
5230,4760,1
5005,2495,3370
3375,1975,108
4730,5155,0
4820,2285,1967
3605,2575,828
4395,2205,307
5540,2625,4334
4320,3030,3488
4770,4945,0
3750,2770,3056
5160,4300,53199
4885,4880,16
4325,3720,1227
3215,2360,2021
4760,4180,56
3535,2300,311
3415,2385,268
4650,3085,455
3185,1785,38
5665,2395,404
4360,2820,2054
4520,3055,2128
5070,5000,0
5655,2560,0
4560,2845,5045
4905,3100,273
5020,2660,3178
4405,2815,7622
5340,2600,1125
5220,2685,773
3175,1950,57
4485,4760,0
5210,2850,1352
5075,2900,206
3560,2580,1036
4615,4915,0
4925,5290,0
2915,1910,860
5050,3205,1345
5215,4595,28
4215,2625,607
5165,3140,673
5100,4730,0
4360,2635,654
5050,3485,312
3500,2545,995
3620,2740,58756
4520,3240,6136
2975,1760,39
4570,4920,0
5340,2415,721
4290,2640,0
4630,4150,40
3430,2365,285
4885,1810,234
4665,2875,691
4615,4170,613
3945,2255,225633
4430,2815,3907
5415,1620,781
4410,2145,8097
5060,3110,1247
5100,4545,68
4870,2020,177
4465,2850,3011
5230,4575,86
4435,3080,658
4140,3885,210
4700,4330,783
5125,2690,453
4460,3825,320
3070,1920,0
3805,2785,543
5030,4550,6
5025,3205,1317
4505,3075,6769
5190,3140,9340
5120,3665,302
3605,2760,273
4595,2880,93
4570,4735,11
4160,2610,1573
2900,2120,148
5260,3135,1448
3975,3265,63387
3270,1945,0
3535,2580,300
4715,3935,138
4100,4280,135
4640,4915,0
5680,2560,2824
4645,3940,965
5160,4580,30
4490,2665,1
3465,2120,0
3230,2340,684
4650,3270,3750
5305,3780,267
5020,2475,16
4720,3265,2542
3820,2950,435
4875,2990,4543
5290,4145,768
4800,5335,0
2845,1730,0
3560,2395,1094
5135,4300,1112
5570,1465,292
5470,2445,2815
5015,4385,80
4715,5175,0
4210,2120,1
4585,3595,265
4485,4575,0
5615,1645,0
3485,2605,1476
4775,3505,43614
4205,4030,141
4145,2445,25701
3880,2335,61
4275,2475,8930
4540,2175,168
4405,4055,174
4225,1910,2476
4075,2450,0
4670,3755,101
5160,4115,5626
3145,2180,100
5675,1680,565
5385,2285,657
3015,2150,2
4930,5365,0
3215,2175,3
3535,2115,4765
4180,4335,0
3020,1705,519
5625,2770,1411
4735,2780,2586
4240,2380,4536
4675,4600,0
3155,3540,1535
4290,1885,0
4870,3450,730
5350,2825,83
4460,2835,1485
3570,2845,512
4780,2540,69064
3890,2550,979
4590,4035,0
4700,1625,0
2920,1645,0
5260,1805,2
4455,3365,420
4000,2605,620
2985,2110,4
4515,3755,69
4410,3330,84
5220,3280,1852
5600,2595,1673
5270,2785,1050
4960,4470,96
5535,1750,11217
3885,3080,7552
4185,3945,36
4365,2345,257
4365,2455,983
3900,2655,363
4140,3910,288
4320,2420,733
5620,2245,131
5040,4880,75
3015,2235,736
4535,3405,852
4560,3405,292
5315,2725,262
3990,3120,983
4500,4350,0
5060,4530,16
4745,2440,0
3855,2450,301
4680,5055,0
4110,4265,24
3950,2830,359
4885,2855,151
5645,2420,479
5165,4845,31
2920,1755,6979
4770,2880,1628
4515,3645,2583
2915,2285,185
5055,5060,0
4640,4765,0
4820,3275,3873
4380,2795,12833
3505,3000,2756
2865,1890,0
2890,1890,249
4650,4425,4
4595,4560,0
5185,4605,59
4775,3070,813
5015,4770,0
5200,2750,1317
5075,3825,72
5010,4245,14
2940,2285,0
3475,2465,23193
3190,3640,0
4615,4325,2
3320,1760,8
4655,4950,0
4685,2050,966
5025,4430,165
4605,4665,0
4565,3930,2744
4550,3745,160
2950,2385,37
2900,1995,0
4390,2455,3258
3315,2290,57
3495,2115,317
4215,2380,3955
4220,1850,1198
3960,2930,87
5100,5265,69
5635,2320,1195
4395,3085,1181
4525,3745,60
5050,4870,1
2975,2120,109
4890,3210,1594
5000,4145,0
4525,3305,122
3920,3185,70
5240,3040,2205
4345,2695,4
4625,4425,7
4695,5130,0
4475,2910,7701
3585,2920,701
4285,4515,0
4305,3290,338
4985,3425,954
5560,1750,257
4950,4370,12
4475,3015,1833
4475,3125,2357
4310,2760,1007
5610,2145,45
5555,2280,0
5555,2390,927
4260,2030,0
5610,2695,0
5050,4430,21
4030,3345,1157
4075,4160,372
5695,1925,406
4900,4195,0
4330,2410,5748
3955,3020,864
4265,1885,0
3015,2345,139
4425,2735,3569
3560,2745,2544
4095,2925,11290
4855,3110,565
4570,4385,0
2945,1930,0
4525,3855,1164
3155,3430,1238
5080,5060,0
4405,2975,981
4685,4700,12
4840,2820,8816
3925,2830,225
4190,4300,0
5670,2420,1593
3580,2505,858
4000,2715,332
5600,1715,0
3580,2945,4512
5120,4810,1
3345,2040,0
4440,4070,301
4490,3465,764
5245,2785,1059
4935,4470,79
5590,2490,9892
4650,4315,66
4540,3755,109
4485,3890,257
5010,4355,501
4805,2720,432
4615,4215,0
4490,3025,1351
5325,2715,366
3545,2845,491
3365,1795,554
4835,3350,4062
4535,4285,0
3430,2430,9766
4320,3190,1925
4665,4500,73
4730,2365,301
4720,4805,0
4390,2345,344
4690,5155,114
5340,2615,15947
2960,1830,217
4560,3955,257
5630,2345,51
4740,2355,647
3935,2930,3233
4060,4085,105
4230,1840,568
4415,2635,527
4870,3010,1720
3980,3020,1523
5110,4710,0
5155,4745,61
4555,4485,253
3975,3220,5387
5660,2320,630
4655,1970,0
5485,1570,174
4830,2720,916
3345,2150,359
4085,4260,414
4355,2245,3201
3490,2365,2706
4270,2130,196
4875,2755,455
3895,3180,1466
5030,4670,0
2995,2320,356
5260,2685,1077
3910,2755,556
4010,3145,6074
4680,4950,0
4320,2860,9694
4860,3350,983
4140,4015,0
4365,2895,3740
3030,1805,0
5615,2670,137
3115,3355,536
3950,3045,7638
4200,4405,9
5210,3180,642
5150,5000,0
3150,3455,431
3145,3440,367
4675,1620,3733
4415,2525,18
4275,1985,860
4400,3230,1714
4800,3075,14900
4745,2880,825
5675,1725,6
4750,2015,1758
4335,2595,85
2975,2010,1338
2880,1790,790
4165,4300,0
5530,1775,60513
4635,4525,12
3455,1935,1325
4250,2480,252366
4770,2440,105
5720,2600,0
3875,2650,251
4195,4375,135
5065,3725,336
2905,2185,1969
2930,2185,195
4615,4765,6
2910,1655,8
3380,2250,199
3510,2910,552
2895,2080,250
3885,2310,2603
4780,2980,694
4370,2695,34
4800,2745,707
3420,2880,1102
4540,3645,702
4650,4865,0
3370,2150,0
4830,3375,722
5015,4330,758
5325,2825,465
2855,1790,61
5640,2670,313
4395,2980,1165
4660,4525,848
5205,1945,0
3500,2810,805
3485,2565,1286
4735,2340,2708
4655,5055,0
5580,2280,117
5025,4870,21
5650,2770,1830
4665,5155,63
4670,4625,0
5325,3595,45
3330,1860,1030
5315,2615,36221
2935,1830,2301
5605,2345,140
4305,2520,13250
4760,2340,625
4770,3095,1796
5545,2180,1150
4275,4305,429
3865,2550,751
4115,3910,63
4565,4035,162
4070,3970,8238
4480,3365,631
5700,2725,11
4755,2980,876
5235,2685,355
3180,3540,482
4580,4485,89
4695,4800,0
3995,2315,70
5085,4255,53
5090,3725,20
1985,1010,9475
3920,2305,5860
3575,2820,543
4260,2580,346
4120,4365,33
4810,2960,1102
4855,2995,37
5095,4465,40
5135,4985,0
5230,1945,230
3550,2645,828
3495,2780,735
3495,2890,777
4020,3245,16187
3840,2375,366
5625,2220,31
4725,2015,8128
5620,2795,2061
5040,4220,295
5040,4330,4045
3125,3455,745
4450,2735,4963
4880,3110,495
4740,2465,0
4230,1950,14
4690,4500,0
4305,2410,3682
4980,4230,102
4445,3265,531
4310,3090,2125
4685,5030,0
5350,2715,3664
5545,2290,0
5640,2445,678
4275,4415,0
5190,4845,16
4225,2480,3555
3180,3430,399
4625,4315,164
4925,4370,56
2985,2220,130
3515,2545,1106
5050,5085,0
3985,3320,354
3410,1900,5015
3805,2275,43322
3995,2425,481
4465,3025,617
4380,2245,444
4825,3250,351
4730,4905,0
3975,2665,1485
3555,2945,6559
4655,4400,0
5125,5000,8
3420,2770,3418
4650,4975,0
3370,2040,0
4430,2975,3644
5390,3780,244
6415,1640,347
4395,2870,608
4610,5020,0
4545,4385,0
2970,1930,0
4845,3010,578
4550,3855,79
4495,3990,14
5020,4455,1219
3375,1895,0
5580,2390,958
3125,3565,427
3440,1975,0
5220,2950,80
2870,1690,0
4460,3165,1629
4730,1600,8
2950,1620,203
4745,3095,1477
4775,1635,10530
4750,2565,1160
3860,2575,2002
4630,4115,971
5020,4570,0
2920,2085,255
3480,2265,118
3925,3160,11081
4640,5095,18
5380,2800,738
4490,2810,1267
4110,3935,0
4550,4185,0
3530,2885,614
4670,4740,0
4590,3705,117
4505,4100,47
4505,4210,2
4655,2075,925
2880,1675,0
2910,2100,268
2955,2135,2
5125,4995,0
4865,2655,6008
4075,2725,2637
4775,2740,774
4585,4235,0
4420,3980,0
2830,2170,3577
4280,2340,15
3315,1960,0
5330,2515,1151
4720,5135,0
4965,3225,87310
4425,4170,90
4375,2995,6016
4575,4360,0
4825,3135,3196
3935,3145,31459
3960,3145,20417
4495,3325,347
4580,3830,86
5225,3140,74
4335,3150,5584
3495,2665,928
3940,2615,1189
4340,2620,0
4680,4725,8
5285,2635,11
4675,5255,0
4515,5080,0
2980,2245,156
3340,2065,75
3410,2120,105961
1210,2530,354
5250,2585,351
4360,2595,0
4520,4550,0
4495,3000,604
3115,3580,312
5545,2065,412
4715,2580,8147
4540,3205,603
4485,3340,9221
3930,2630,949
3885,2750,1097
5310,3970,34
5080,4730,0
4395,2320,1186
5570,2180,565
4095,3255,12795
3895,2410,3333
5075,5260,0
3020,2035,0
4205,1840,109
4440,2525,647
3095,1715,0
4840,3475,10723
5315,4160,0
3150,3565,501
4620,5120,54
5060,5185,0
3290,1780,0
3420,2105,0
5430,2090,0
4735,5210,30
2905,1855,0
4815,3475,843
5230,2500,847
4345,3250,4405
4705,1600,995
2925,1620,0
4350,2720,3257
5365,3780,81
5285,2745,1688
6440,1640,275
4820,2945,587
3930,2955,181
4815,3035,0
5050,4205,961
4160,4215,0
2980,2135,0
3995,3195,7692
5180,4745,38
5780,2645,45
3340,2175,0
3410,2230,0
4625,4865,0
3505,2445,1690
4765,2640,1243
5085,4365,70
2820,2070,566
3505,2885,1897
3505,2995,520
4575,4685,0
4850,3250,625
4565,3705,1531
2985,1665,0
4530,4210,345
3370,1710,4401
4660,4640,2
2955,2245,0
5355,2800,2379
5125,4885,56
4445,2935,2058
5340,4160,53831
4015,3120,4201
4710,5035,0
4655,5170,33
2970,2260,32
2900,2000,0
4320,3075,5181
4430,3530,884
4795,4815,3
4705,4905,0
3905,2630,907
4620,2140,114
4485,3775,35
4800,2860,850
4270,2680,0
4080,4285,24
4100,3950,0
4020,2915,4664
4500,3795,221
5035,3975,348
4360,3150,668
3035,2110,209
5425,3835,1464
4100,4055,0
5100,4610,104
5305,2515,51
4855,3550,6501
3600,2825,747
5650,2220,3556
5215,3590,5021
5225,2585,779
2925,1730,39010
4975,4430,371
4880,2995,179
4700,4605,9
2805,2170,96
3520,2895,402
5780,2535,744
4625,4975,0
4400,3005,6499
4070,3305,519
4645,4300,1553
5010,4795,110
5105,4910,0
4715,2030,2656
3565,2605,1082
4645,4740,0
3985,2765,350
4910,3415,1368
5015,4220,169
5570,2290,1291
5615,2445,662
3835,2575,172
3005,1805,2050
3895,2300,819
5075,5370,0
4205,1950,2622
4680,2075,163
3850,2590,277
4440,2635,82
4385,2770,22645
4955,4230,162
4220,2070,390
5615,2005,44
4435,3165,770
4150,4340,0
5025,4980,0
5590,2265,494
5035,5185,0
5040,4655,227
3555,2620,312
3060,2220,0
4820,3390,633
4100,4165,27
3235,2915,2048
4035,3320,4427
5025,4205,99
3815,2375,56
2925,2385,95
4415,3630,1882
4300,2545,564
4865,3210,1299
4590,4260,2
4765,4955,0
4770,2330,410
4410,2775,815
4050,3105,4287
4175,4175,0
4875,4190,0
4760,5210,0
2930,1855,0
3065,1965,2204
2875,1990,0
2800,1980,3
3530,2445,687
5680,2630,242
4670,4300,2
4465,3465,0
5065,4830,0
4915,2835,5373
5095,3700,121
4730,2480,128
4710,3160,44
4125,4340,183
3390,1795,8
2920,1870,4
5235,1920,114
3435,2730,62
4780,2315,161
4970,4570,95
5575,2590,402
4605,1685,6614
4375,2555,2025
4655,4725,0
5060,3975,291
4555,3830,30
5250,3140,1051
3170,3440,411
5035,4530,258
3340,1960,41
3220,3510,5657
5045,3525,15
4435,2950,5222
5270,1905,115
4300,2435,1696
4775,4615,95
3475,2580,803
4920,4395,312
2885,1650,66
4515,3205,694
4990,4880,0
5245,1905,1186
4870,3335,1706
3980,3345,0
3915,2615,330
4830,3050,1824
3940,3060,5422
4420,2325,509
5655,2520,2887
4790,2640,2034
3465,2365,854
3990,3005,0
4785,3170,477
5005,4670,87
4465,2810,7833
3305,2190,0
5620,2470,0
5405,3860,44
5685,2155,0
4325,2720,1271
4115,4015,0
5635,1765,1798
4390,2895,3651
5500,2580,1809
4315,2395,553
5700,2400,3266
5195,4705,29
4540,5080,69
4840,3035,107
4255,4105,45
4955,4120,0
5150,4995,0
5915,1620,0
2945,1705,130
4680,5170,0
5565,2265,159
4760,2780,281
3415,1975,0
3955,2465,3368
3035,2220,0
4535,3955,568
4180,1770,78
4060,3320,1645
4745,2330,53
4025,3105,14668
4615,5095,6
4280,4105,0
4620,4565,283
5000,4370,192
3040,2235,5
4895,2955,14612
3460,2730,4244
4475,3790,87
2865,1775,167
4695,4575,0
4810,3175,132
5190,1865,1604
4885,3185,1635
4890,2655,318
4940,4270,6195
4010,2930,1416
5680,2520,0
4650,1995,2430
4875,2205,4
4740,2030,467
3140,3580,414
4530,4100,4
3370,1820,0
3485,2130,105
3825,2590,1707
4390,3450,781
4585,4345,10
4725,2565,487
5135,4545,785
4340,2395,6359
4810,2520,670
5275,2760,1461
3595,2905,212
3330,2190,17
4615,4440,20
3535,2745,1054
4795,2940,3241
3060,2110,103
4295,3070,1957
5590,1610,0
4630,4890,0
4835,2795,1455
4805,3050,126
5585,2140,0
3040,2345,57
2850,2370,495
4900,3430,879
5050,4980,63
2950,1730,0
5645,2305,925
4815,2820,7295
3880,2450,202
5065,4055,0
5070,3525,161
4160,4325,84
4710,4820,0
4470,2935,629
5240,3590,287
4230,2055,1113
5655,2630,3054
4525,4185,4
5090,5045,0
5515,1985,0
5130,4910,2
3590,2605,317
4330,3290,63
5755,2535,159
5620,2360,10
3165,3415,8526
4450,4170,9
4245,2680,4795
2945,2260,290
4395,2430,4241
4605,4115,93
4945,4570,1460
4790,3295,7047
5150,4885,30
5510,2130,0
5315,4050,138
4035,2765,572
3040,3450,313
4620,3800,71
3085,3485,97
3980,2465,25351
4560,4510,0
4355,2470,9275
5510,2680,965
5180,2870,896
4290,2880,1311
3355,1920,1029
3470,1950,2165
5060,3425,242
5705,1705,0
5610,2260,182
2930,2410,383
5105,4685,9
3520,2345,244
4695,2035,1370
5785,2620,0
5230,3265,366
4340,3275,1330
4825,2695,4124
5070,4405,92
5225,2810,3087
3445,2830,5408
2790,2090,826
3480,2930,3714
5015,3665,3
5015,3775,695
4800,3300,1225
4845,3335,567
3440,2305,347
4495,2885,1496
4385,4090,7368
3050,2010,1
4715,5010,0
4430,4295,0
5075,4930,0
4550,4850,0
4445,3380,427
5315,3720,167
5315,3830,159
3785,2395,284
4640,4440,0
5175,4620,95
6435,1615,209
2875,1875,0
4620,3910,383
3085,3375,984
